content,sentiment
ryanrotten this early in the morning they probably wont even need much makeup,0
aulia quotalternate means of acquisitionquot sounds sorta noble,2
andrew feels annoyed,3
hansenbanana kayyy xd yeah everyone always talks about the part where the dog dies  i need to find a movie that you havent seen now xd,2
teachers love to pile on the homework right before christmas break dont they ,3
i love these app things it be hella awesome bro,2
stupid hip i hate you and i cant even break in my new kicks  grrrr,3
mateoonline im sure u did cant w8 4 2morrows shw happy mommys day 2 me,2
stupid idiot who ran a stop sing and almost killed me and my car,3
mykesinatra  noooo fb has been good to meespecially for the love of conversation,0
is resting ahhhhh i feel good,2
maybe i should go see the other 4 movies as matinees this week i dont go in until 4pm as its my night shift week coming up,0
just done planting the gardenhope sun will shine soon,2
shouts out to dujourmag and jkldesign,0
morning everyone hope you have a great sunday,2
 stop trying to  amp  on    on zazzlecom  this is an outrage amp pure ,3
donaldjackson already theres none left  back to cabbage soup,1
the toaster oven was my fault now im going to look like an idiot in front of my father,3
whitespider1066 quottoysquot advanced load carrying system lowcost 1man outdoor shelter i didnt get the wolverine glove,0
keza34 cool your too good to me you know,2
mselliott09 hahaha thanks for clearing up the,2
you me ive never been more hurt by one person never been treated like that but i did it to myself im the one to blame,3
forever seeing sappy love quotes on every social networking site i go on  ,3
  morning world healthyliving update weight this morning 821kg 12st 12lbs going in right direction,0
imaclassic hey,0
still hating the whole twitter replies thing i feel like im missing bits  fixreplies,3
allankent andywalton oo oo i must compete let me login to my work email to see if i can top that,1
 are having towards everyone reaching success i dont give a damn with what you haters say yet ill send you all ma love,3
licking chocolate crumbs off a twirl wrapper like zammo on smack,2
taylorswift13 woah thats cool  just landed in london about 2 and12 hours agoi love the scenery beautiful ,2
karrierekay being sunburnt is horrible,3
the situation makes nancy feel angry,3
damm it i didnt get a pic of niamh with her 3d glasses on,1
can we talk about something else im dying of boredom here ,3
family guy reruns food and good phone conversations  ah saturdays,2
o dios acaban de tocar the pains of being pure at heart en el primavera sound  life is not fair,1
melanie told us all about the recent vexing events,3
fuuuuuuuudgeee i burned my finger with oil it hurts,1
my husband made me feel irritated,3
the conversation with shaniqua was vexing,3
they took my property,1
i dont want to apply for jobs,3
home from the beach and only my feet are burned i am proud of myself and the sunscreen,2
elmers10 miss u more,1
mitchelmusso   im waiting but its been 40min,0
supernatural more demon sam i need it to numb the pain  xxx,3
the taxi q at pelangi was super loooong and now im getting headaches because of the hotcold transition,3
ericamcgraw hi im glad you had fun at tennis im about to go see dr dorfman   last visit though,2
good morning everyone,2
going to al ain  need to check out one store hope i find things that im looking for,0
josh found himself in an annoying situation,3
cleaning out my desk ive found a betting slip from three months ago i stuck a tenner on newcastle getting relegated in the money,0
awaisnaseer always write holy words in capital dude allah hafiz ,0
mrjaydeeone yes ive been told that i have a problem with stuff like that,0
omgdarleny hahaa your awesomee ,2
11 days till county raly  i had 2 tak 3 from 14 it took me a while,2
the conversation with my husband was displeasing,3
kristenstewart9 wow i cant believe u reached the facebook limit for  of friends crazy,2
i made shaniqua feel angry,3
betsy told us all about the recent irritating events,3
krystalnichole pretty good i think i overdid the gym yesterday other than that just working,2
happy star wars day,2
lylameganmarsh what happened to all your sexy quotes,0
gotcoff33 haha i wish i have 1 filling that broke and 1 cavitie that needs to get fixed,0
kidb thanks again for coming out to support us  you rock,2
going to the lumberjack party,1
celestialbeard  lt this is it definitely nothing christian about it,1
darn these allergies i dont like this time of year because of this i never used to have this problem either,1
9 shopping 10 latte with my sis 11 friday meets at the fau 12 fire steet party  13 slowmotion in the park 13 partying my bday,0
went to the dmv todaysome things never change,0
deejai nice to meet you toooo  good to know another one of my followers actually speak,2
xkirstyxo haha  i love dnt regret it now with tyga lt3 but just randomly deleon sings on tifanny blews haha like one line xd,2
supergirlnancy sorry  all the codes i have are posted on our site,1
marsacademy hugs you  a sorry you are feeling sad e,1
stephanie made me feel irritated,3
dont you hate when u take a bite of an apple and its nastyim a very sad panda now,3
i hereby proclaim it to officially be summer as it is awesome today but im stuck inside a chilly office,2
margaritas with my momo ive missed her,2
liesbetje with your bicycle,0
lan poker is so much fun  someone help me remember ki compre chal raha hai abhi,2
i made torrance feel enraged,3
the conversation with ryan was outrageous,3
annakayh your not in school,0
got the sniffles   i so dont want to get sick  i dont need this,3
im gonna need as surgery by the time skool is over bus seats are bad for my bum ,3
mcdonalds mccafe tastes like chewin on a cigarette butt  i miss my sonic card,1
i hate bakersfield and i hate the ports let me go home already  i want to start my vacation,3
aholston homework bound for the whole weekend not so fun,1
my modem has been offline for a week now god bless the 3g network tim just left again may schedule has been brutal,1
xograceox hahaha im listening to shes a lady haha ily ftsk    xx,2
trying to straighten my hair but its too effing hot in here also i need food,1
havnt gotten any in months  my ex seems into dating but there isnt that spark anymore  still in love with loser who left me,1
awesomenessshe comes my wayloldun dun dun,2
emily is over tonight xd work experience is over jen im  going to miss seeing you like everyday,0
katie feels angry,3
 oh the mint lounge awesome night,2
fed up today        noones available for comment,3
i meant looking like a tiger  stupid predictive text,0
just got home from school and from the wake of my friends father  so tired,1
girl wearing purple cowboy boots and a camo backpack on campus ,3
nathanschultze haha thats awesome good job,2
bgt cant watch anymore,0
fresa80 id so be in vegas but its on our anniversary  cant get enough jk,0
baldeggie i just changed the backgroung but now i have no profile ppicture,0
my uncle told us all about the recent annoying events,3
goblinza cant access your site,3
joshwaleigh    i did on my walk home it looks amazing,2
